lat,lng
-7.344541199999999,112.6964348
-7.312802400000001,112.7072435
-7.315256499999999,112.6854173
-7.334414,112.730223
-7.344541199999999,112.6964348
-7.344541199999999,112.6964348
-7.344855999999999,112.6932833
-7.337762599999999,112.7290495
-7.344541199999999,112.6964348
-7.344541199999999,112.6964348
-7.344855999999999,112.6932833
-7.315256499999999,112.6854173
-7.344855999999999,112.6932833
-7.136430799999999,110.4098775
-7.320953200000001,112.7384381
-7.320953200000001,112.7384381
-7.3089878,112.724926
-7.136430799999999,110.4098775
-7.2477509,112.7439927
-7.247053,112.7491639
-7.266762,112.722769
-7.320953200000001,112.7384381
-7.136430799999999,110.4098775
-7.2574719,112.7520883
-7.136430799999999,110.4098775
-7.320953200000001,112.7384381
-7.2574719,112.7520883
-7.136430799999999,110.4098775
-7.320953200000001,112.7384381
-7.136430799999999,110.4098775
-7.266762,112.722769
-7.2574719,112.7520883
-7.271567999999998,112.785977
-7.271567999999998,112.785977
-7.271567999999998,112.785977
-7.2658581,112.6817975
-7.261738499999999,112.7203567
-7.314749399999999,112.6968479
-7.2448878,112.7562144
-6.3088649,106.682188
37.8393332,-84.2700179
-7.314749399999999,112.6968479
-6.3088649,106.682188
-6.3088649,106.682188
-7.314749399999999,112.6968479
-6.3088649,106.682188
-7.24081,112.793584
-7.314749399999999,112.6968479
-7.314749399999999,112.6968479
-7.314749399999999,112.6968479
-7.314749399999999,112.6968479
-7.24081,112.793584
-7.314749399999999,112.6968479
-7.2822829,112.6932862
-7.2822829,112.6932862
-7.273974000000001,112.784958
-7.2822829,112.6932862
-7.245188099999999,112.7572916
-7.2963203,112.6297871
-7.336418599999999,112.7451613
-7.24081,112.793584
-7.2448878,112.7562144
-7.2448878,112.7562144
-7.258259900000001,112.722528
-7.321028399999999,112.738702
-7.3355237,112.7690688
-7.358839199999999,112.7583752
-7.264122299999999,112.7921032
-7.2574719,112.7520883
-7.3355237,112.7690688
-7.3355237,112.7690688
-7.258572600000001,112.7226146
-7.258572600000001,112.7226146
-7.258145,112.7225459
-7.258145,112.7225459
-7.2574719,112.7520883
-7.321028399999999,112.738702
-7.258145,112.7225459
-7.321028399999999,112.738702
-7.2496776,112.7617966
-7.321028399999999,112.738702
-7.24081,112.793584
-7.268752900000001,112.7375135
-7.2496776,112.7617966
-7.2496776,112.7617966
-7.2487245,112.7486623
-7.2496776,112.7617966
-37.838,145.144
-7.314749399999999,112.6968479
-7.314749399999999,112.6968479
-7.314749399999999,112.6968479
-7.2574719,112.7520883
-7.249162999999999,112.739043
-7.2704268,112.7723966
-7.2441686,112.7471551
-7.2619009,112.727159
-7.2376779,112.7135789
-7.262111999999998,112.732497
-7.262111999999998,112.732497
-7.2506618,112.7379424
-7.273159,112.7326549
-7.3029942,112.745405
-7.276153000000001,112.7763508
-7.2460919,112.7410595
-7.2346021,112.7445655
-7.2576845,112.768644
-7.262040499999999,112.7760869
-7.258346899999999,112.7394554
-7.2672629,112.728463
-7.2574719,112.7520883
-7.253416,112.723647
-7.265799299999999,112.6868111
-7.698725,113.8465758
-7.264600000000001,112.732013
-7.2809629,112.680597
-7.2809629,112.680597
-7.265562800000001,112.7174347
-7.256024,112.72849
-7.2874107,112.6893608
-7.283163000000001,112.7016782
-7.262356399999999,112.6858028
-7.2853428,112.652155
-7.2853428,112.652155
-7.259352700000001,112.6669769
-7.2658581,112.6817975
-7.250178699999999,112.774273
-7.28251,112.75935
-7.2926604,112.7228474
-7.264600000000001,112.732013
-7.264051899999998,112.667
-7.279493,112.681377
-7.249234,112.7775289
-7.262040499999999,112.7760869
-7.299555099999999,112.7072405
-7.279894,112.777467
-7.279894,112.777467
-7.272079400000001,112.7933495
-7.272079400000001,112.7933495
-7.262040499999999,112.7760869
-7.262040499999999,112.7760869
-7.262040499999999,112.7760869
-7.262040499999999,112.7760869
-7.257085999999999,112.733573
-7.276447,112.730185
-7.276447,112.730185
-7.275672699999999,112.710053
-7.275672699999999,112.710053
-7.288393999999999,112.647498
-7.2576845,112.768644
-7.2822098,112.7800715
-7.2822098,112.7800715
-7.3147415,112.7805269
-7.3366388,112.7857367
-7.2926604,112.7228474
-7.344601099999999,112.6904191
-7.250006000000001,112.73877
-7.2926604,112.7228474
-7.2802255,112.6963811
-7.2400128,112.7809567
-7.248684000000001,112.739192
-7.257085999999999,112.733573
-7.2583761,112.7291491
-7.227664099999999,112.564652
-7.257085999999999,112.733573
-7.257977,112.72932
-7.296896399999999,112.7222493
-7.296896399999999,112.7222493
-7.271268999999999,112.728642
-7.271268999999999,112.728642
-7.271268999999999,112.728642
-7.2574719,112.7520883
-7.3283459,112.701888
-7.3179286,112.7611437
-7.2574719,112.7520883
-7.2902253,112.7752369
-7.3321059,112.700315
-7.262040499999999,112.7760869
-7.314256800000001,112.6815106
-7.2787071,112.7689302
-7.2574719,112.7520883
-7.2787071,112.7689302
-7.280368999999999,112.764628
-7.2787071,112.7689302
-7.288393999999999,112.647498
-7.3145463,112.6643296
-7.298984300000001,112.7196646
-7.298984300000001,112.7196646
-7.275672699999999,112.710053
-7.288891499999999,112.6449789
-7.3386809,112.7114959
-37.843416,145.15824
-7.2708135,112.6978904
-7.2482199,112.7392779
-7.249710899999998,112.7377096
-7.2708135,112.6978904
-7.276259100000001,112.6446627
-7.4592555,112.7265671
-7.262976000000001,112.725301
-7.4592555,112.7265671
-7.4592555,112.7265671
-7.268013000000001,112.750782
-7.3365403,112.7447338
-7.296289799999999,112.6576179
-7.235012999999999,112.776532
-7.256341900000001,112.7726693
-7.257105999999999,112.719464
-7.239178,112.774162
-7.264517,112.731945
-7.305831299999999,112.6573759
-7.2574719,112.7520883
-7.2587489,112.719105
-7.245778,112.7354561
-7.830899999999999,113.6561725
-7.248684900000001,112.764395
-7.257718000000001,112.7421439
-7.262040499999999,112.7760869
-7.2679759,112.6659336
-7.2574719,112.7520883
-7.292445,112.6748456
-7.2615737,112.7197515
-7.319819899999999,112.7420274
-7.291209399999999,112.701889
-7.283370799999999,112.7461906
-7.2574719,112.7520883
-7.283344,112.754123
-7.267266999999999,112.732173
-7.329407,112.724198
-7.2743293,112.7731315
-7.235012999999999,112.776532
-7.252479999999999,112.738106
-7.292445,112.6748456
-7.3147415,112.7805269
-7.239413000000001,112.723729
-7.249779,112.736918
-7.282131100000001,112.6741713
-7.256341900000001,112.7726693
-7.24153,112.7348539
-7.254467099999999,112.7781773
-7.2368423,112.7681414
-7.238711599999999,112.7744014
-7.2680925,112.740011
-7.257105999999999,112.719464
-7.288891499999999,112.6449789
-7.852238300000001,112.5841075
-7.257105999999999,112.719464
-7.288891499999999,112.6449789
-7.238711599999999,112.7744014
-7.255594,112.751978
-8.3749056,115.4510613
-7.285234200000001,112.6524872
-7.358839199999999,112.7583752
-7.279473899999999,112.6832768
-7.287332499999999,112.655854
-7.257105999999999,112.719464
-7.2574719,112.7520883
-7.2853428,112.652155
2.9831633,99.6278715
-7.2587489,112.719105
-7.2489511,112.7643395
-7.257961000000001,112.7422549
-7.2534126,112.7049002
-7.2574719,112.7520883
-7.2587489,112.719105
-6.564395600000001,106.2522143
-7.2574719,112.7520883
-7.3333817,112.8105318
-7.2574719,112.7520883
-7.2583761,112.7291491
-7.262976000000001,112.725301
-7.2658581,112.6817975
-7.2487245,112.7486623
-7.250694,112.770486
-7.249779,112.736918
-7.323817,112.6569247
-7.262040499999999,112.7760869
-7.320953200000001,112.7384381
-7.255594,112.751978
-7.275672699999999,112.710053
-7.255594,112.751978
-7.249779,112.736918
-7.24081,112.793584
-7.282131100000001,112.6741713
-7.3283459,112.701888
-7.255594,112.751978
-7.2574719,112.7520883
-7.319819899999999,112.7420274
-7.257961000000001,112.7422549
-7.257961000000001,112.7422549
-7.257961000000001,112.7422549
-6.564395600000001,106.2522143
-7.2466059,112.755234
-7.24153,112.7348539
-8.2273214,114.3583953
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.2615737,112.7197515
-7.288891499999999,112.6449789
-7.288891499999999,112.6449789
-7.2794725,112.6832754
-7.2794725,112.6832754
-7.2615737,112.7197515
-7.269318,112.726827
-7.2680925,112.740011
-7.267246099999999,112.7403337
-7.267412,112.738532
-7.2750372,112.6842837
-7.305831599999999,112.6573797
-7.2877157,112.7777795
-7.3292718,112.6586009
-7.9666204,112.6326321
-7.9666204,112.6326321
-7.774591099999999,113.7127056
-7.774591099999999,113.7127056
-7.2792602,112.7400542
-7.2792602,112.7400542
-7.269691900000001,112.7374325
-7.269691900000001,112.7374325
-7.3377852,112.7290488
-7.24081,112.793584
-7.277307299999999,112.7073612
-7.277310200000001,112.6978544
-7.277310200000001,112.6978544
-7.7403941,113.8227792
-7.7403941,113.8227792
-7.2487245,112.7486623
-7.305831599999999,112.6573797
-7.2905134,112.7366131
-7.2574719,112.7520883
-7.279580200000001,112.7419275
-7.255909300000001,112.7944492
-7.255909300000001,112.7944492
-7.255909300000001,112.7944492
-7.255909300000001,112.7944492
-7.255909300000001,112.7944492
-7.2435735,112.7787331
-7.267384000000001,112.773757
-7.2574719,112.7520883
-7.249443299999999,112.7807403
-7.249443299999999,112.7807403
-7.469323600000001,112.7406853
-7.2557488,112.7283187
-7.2557488,112.7283187
-7.246402499999999,112.7473996
-7.246402499999999,112.7473996
-7.246402499999999,112.7473996
-7.246402499999999,112.7473996
-7.2563986,112.7121612
-7.2563986,112.7121612
-7.2563986,112.7121612
-7.2563986,112.7121612
-7.2563986,112.7121612
-7.2590164,112.7166973
-7.2590164,112.7166973
-7.2590164,112.7166973
-7.2590164,112.7166973
-7.2590164,112.7166973
-7.2590164,112.7166973
-7.259194,112.717422
-7.259194,112.717422
-7.259194,112.717422
-7.259194,112.717422
-7.259194,112.717422
-7.259194,112.717422
-7.259194,112.717422
-7.257675000000001,112.720055
-7.257675000000001,112.720055
-7.257675000000001,112.720055
-7.257675000000001,112.720055
-7.2744905,112.7797423
-7.319819899999999,112.7420274
-7.2744905,112.7797423
-7.253815899999999,112.739436
-7.254592,112.7796066
-7.2568298,112.7881622
-7.2574719,112.7520883
-7.257085000000001,112.73332
-7.2708135,112.6978904
-7.2435735,112.7787331
-7.705167299999999,114.0105761
-7.705167299999999,114.0105761
-7.305831599999999,112.6573797
-7.3377852,112.7290488
-7.3179286,112.7611437
-7.282131100000001,112.6741713
-7.2574719,112.7520883
-7.288393999999999,112.647498
-7.3179286,112.7611437
-7.333700099999999,112.7003036
-7.2574719,112.7520883
-7.3321059,112.700315
-7.2902253,112.7752369
-7.288891499999999,112.6449789
-7.2940963,112.7177043
-7.282440200000001,112.7107433
-7.282440200000001,112.7107433
-7.285033,112.734224
-7.263487,112.762069
-7.263487,112.762069
-7.263487,112.762069
-7.2467448,112.744787
-7.2477509,112.7439927
-7.290895199999999,112.7562928
-7.2815071,112.7195806
-7.255385499999999,112.7745624
-7.2574719,112.7520883
-7.319819899999999,112.7420274
-7.368760999999998,112.6034545
-7.257085000000001,112.73332
-7.250444600000001,112.7688416
-7.342731499999999,112.7722842
-7.24081,112.793584
-7.24081,112.793584
-7.247239,112.764618
-7.3021482,112.7711552
-7.24081,112.793584
-7.296446899999999,112.766497
-7.2597367,112.7169421
-37.838,145.144
-7.2945761,112.7196036
-37.843416,145.15824
-7.2574719,112.7520883
-7.252687000000001,112.7383669
-7.252687000000001,112.7383669
-7.252687000000001,112.7383669
-7.2435735,112.7787331
-7.288891499999999,112.6449789
-7.273974000000001,112.784958
-7.2822829,112.6932862
-7.4592555,112.7265671
-7.2734988,112.7976081
-7.2544781,112.7891246
-7.3435373,112.7292203
-7.2506447,112.7298728
-7.2574719,112.7520883
-7.2574719,112.7520883
-7.266690100000001,112.6945043
-7.2487601,112.7493333
-7.255708299999999,112.7324258
-7.255708299999999,112.7324258
-7.255708299999999,112.7324258
-7.255708299999999,112.7324258
-7.260189,112.725528
-7.256933999999999,112.734282
-7.239413000000001,112.723729
-7.258629,112.7197409
-7.280997999999999,112.6802598
-7.294050299999999,112.7650797
-7.2957953,112.6849735
-7.282131100000001,112.6741713
-7.242801,112.757934
-7.3148636,112.6708678
-7.315256499999999,112.6854173
35.7518326,104.2861116
-7.243336799999999,112.7589983
-7.3109264,112.7435171
-7.3109264,112.7435171
-7.2504241,112.7679565
-7.2574719,112.7520883
-7.2574719,112.7520883
-7.321081899999998,112.718192
-7.2790233,112.7193905
-7.2744905,112.7797423
-7.2574719,112.7520883
-7.3030765,112.6843171
-7.2957953,112.6849735
-7.2482199,112.7392779
-7.2482199,112.7392779
-7.257085000000001,112.73332
-7.2482199,112.7392779
-7.2482199,112.7392779
-7.2482199,112.7392779
-7.248285999999999,112.7392839
-7.288891499999999,112.6449789
-7.2493709,112.7432639
-7.2504241,112.7679565
-7.2493709,112.7432639
-7.303590799999999,112.7252004
-7.2493709,112.7432639
-7.276994299999998,112.7433553
-7.2502295,112.7383886
-7.2828162,112.693745
-7.3030765,112.6843171
-7.3030765,112.6843171
-7.274886899999999,112.7033341
-7.2957394,112.6961877
-7.3148636,112.6708678
-7.282171499999999,112.741645
-7.2957394,112.6961877
-7.264051899999998,112.667
-7.2574719,112.7520883
-7.264051899999998,112.667
-7.252345,112.728564
-7.313954699999999,112.6919933
-7.2405381,112.7364392
-7.2405381,112.7364392
-7.2405381,112.7364392
-1.7083922,103.0817903
-7.2574719,112.7520883
-7.270134,112.737064
-7.2776749,112.7003473
-7.2776749,112.7003473
-7.302427400000001,112.7137227
-7.274198699999999,112.7686842
-7.2574719,112.7520883
-7.274198699999999,112.7686842
-7.2945113,112.724562
-7.2945113,112.724562
-7.327102699999999,112.7494246
-7.3263088,112.7495937
-7.2830149,112.717951
-7.2830149,112.717951
-7.336476999999999,112.7475327
-7.336126299999999,112.745377
-7.335986399999999,112.7448476
-7.336126299999999,112.745377
-7.2850362,112.6996883
-7.2298913,112.7437763
-7.311437499999998,112.6797837
-7.287332499999999,112.655854
-7.24081,112.793584
-7.250642999999998,112.76549
-7.238470299999999,112.7796359
-7.2708135,112.6978904
-7.2574719,112.7520883
-7.2610889,112.733184
-2.8708938,107.9531836
-7.312144099999999,112.6763913
-7.261641999999999,112.733259
-7.2822829,112.6932862
-7.2886492,112.7691392
-7.257298599999999,112.7333606
-6.1649271,106.7057733
-7.257085000000001,112.73332
-7.321028399999999,112.738702
-7.276259100000001,112.6446627
-7.282131100000001,112.6741713
29.4241219,-98.49362819999999
-7.250642999999998,112.76549
-7.238470299999999,112.7796359
-7.2617105,112.7336313
-7.2617105,112.7336313
-7.269320899999999,112.7274959
-7.2617105,112.7336313
-7.2574719,112.7520883
-7.261166,112.733111
-7.261166,112.733111
-7.247053,112.7491639
-7.2729276,112.6998937
-7.300159099999999,112.6948563
-7.2574719,112.7520883
-7.300159099999999,112.6948563
-7.2947652,112.7408495
-7.2620799,112.714858
-7.2620799,112.714858
-7.2541374,112.7086396
-7.275672699999999,112.710053
-7.6272472,114.0369075
-7.2574719,112.7520883
-7.254795199999999,112.7219163
-7.6272472,114.0369075
-7.6272472,114.0369075
-7.265509499999999,112.776966
-7.284832799999999,112.7160292
-7.311437499999998,112.6797837
-7.2688057,112.7265428
-7.306903,112.723438
-7.2519939,112.744248
-7.262627399999999,112.7215185
-7.2815071,112.7195806
-7.282131100000001,112.6741713
-7.2924813,112.673892
-7.2574719,112.7520883
-7.257730999999999,112.7552859
-7.2829991,112.6913796
-7.308131800000001,112.6693151
-7.2631745,112.7133786
-7.237144,112.772627
-7.265691699999999,112.6918767
-7.3057192,112.797388
-7.3057192,112.797388
-7.3057192,112.797388
-7.255145,112.739752
-7.255145,112.739752
-7.273965,112.7367
-7.3581259,112.7926548
-7.2574719,112.7520883
-7.321028399999999,112.738702
-7.262976000000001,112.725301
-7.262976000000001,112.725301
-7.2628298,112.7256477
-7.2574719,112.7520883
-7.2902253,112.7752369
-7.321028399999999,112.738702
-7.250642999999998,112.76549
-7.2658581,112.6817975
-7.321028399999999,112.738702
-7.275783000000001,112.801763
-7.2526725,112.7903872
-7.3091827,112.7343993
-7.3091827,112.7343993
-7.2574719,112.7520883
-7.238470299999999,112.7796359
-7.2557488,112.7283187
-0.8614531,134.0620421
-7.257675000000001,112.720055
-6.2266758,106.8104633
-7.253861000000001,112.7393699
-7.253861000000001,112.7393699
-7.253861000000001,112.7393699
-7.241076199999999,112.7543379
-7.274198699999999,112.7686842
-7.241076199999999,112.7543379
-7.276603,112.735963
-7.2658581,112.6817975
